ESG_Rating_Score,P/E Ratio,Revenue,EBITDA,Net Income,EPS,Market Cap,Debt to Equity,Current Ratio,Quick Ratio,1Y Return,Avg Volatility (30D),EBITDA Margin
5.714,44.28,6142199808,2056199936.0,1879299968,2.43,76951232512,54.84,1.36,1.26,67.8182087914344,2.37425875364292,0.33476604478445515
8.571,32.24,6181499904,1679399936.0,797400000,2.28,24984725504,39.34,0.99,0.72,-3.91930265006378,1.54970455635021,0.27168162453796585
7.143,18.95,49208000512,5907999744.0,3976999936,14.42,73359343616,51.78,1.34,0.73,-4.94204438125394,1.35545381228338,0.12006177212096351
8.571,35.74,4658999808,1113699968.0,754899968,5.2,26482819072,1945.77,0.56,0.33,39.1480051050739,1.85594775074754,0.23904271601120444
5.714,34.22,39680999424,9761000448.0,6896999936,6.34,231337312256,106.4,1.08,0.73,37.1735642712196,2.11718336697884,0.2459867591464019
7.143,15.62,19798999040,3656000000.0,2183000064,4.76,34043979776,97.52,0.98,0.67,-8.16807006408772,1.77756433621719,0.18465579964996048
7.143,28.11,3935000064,2104999936.0,643000000,1.03,17841913856,363.99,0.51,0.41,22.8891662015925,1.56960091329362,0.5349427958738656
7.143,59.27,35706998784,2408999936.0,1936000000,6.95,112596606976,10.47,1.04,0.69,155.782127186135,3.52727469410012,0.06746576352083257
10.0,21.54,28735000576,13724000256.0,5965000192,4.76,127668518912,130.79,1.37,1.06,57.5209038523001,1.5536922747703,0.4776057066608357
10.0,11.94,19644299264,4205700096.0,2558700032,4.55,29751164928,149.14,0.67,0.29,-20.0896961527675,1.34740930145737,0.21409265046716813
5.714,9.83,5842352128,1511332992.0,1071107968,12.28,10051567616,58.65,0.64,0.5,43.1635780148377,1.59684085940135,0.2586857072097384
5.714,89.56,13594999808,2912999936.0,454000000,0.52,39885852672,73.27,1.69,0.75,39.4621600810092,2.07751196995217,0.2142699505067915
5.714,6.88,188447997952,18460999680.0,7580000256,7.16,47393361920,201.97,1.21,0.96,10.2194233141727,2.3923654767279,0.09796336326535154
7.143,22.2,4348682240,729518016.0,345550016,5.73,7515179520,57.43,1.97,0.77,-9.18826993860753,2.36156479844649,0.16775610995205756
5.714,17.7,359713013760,135705001984.0,110995996672,8.95,1912788877312,8.25,1.77,1.6,-6.85217699275089,1.85926080963942,0.3772590837498645
5.714,17.5,359713013760,135705001984.0,110995996672,8.96,1910825680896,8.25,1.77,1.6,-6.84954652436567,1.87202714432121,0.3772590837498645
8.571,19.88,23569006592,1902893056.0,849574016,6.09,16806067200,136.68,1.15,0.44,-20.7502729289258,1.91812294707204,0.08073709210323259
5.714,13.45,10097805312,4423721984.0,1562791936,6.18,20271306752,73.57,0.94,0.56,-23.2566045308921,2.12484772556578,0.4380874702290953
7.143,26.02,6450353152,1809616000.0,1468243968,7.58,38019145728,2.18,4.1,2.62,18.4595589436756,2.25044386498333,0.2805452596713886
8.571,13.74,53043998720,2949985920.0,14126999552,43.1,181767241728,593.34,1.54,1.41,33.4884987556278,2.04761216841906,0.0
10.0,27.09,17238999040,2916999936.0,1910000000,38.99,50662621184,69.64,2.74,1.5,11.7451517992174,1.41185508482724,0.1692093566007879
7.143,8.87,22556999680,4727000064.0,2099000064,2.39,18230257664,82.37,1.98,1.2,-41.8792232542349,2.24923632134124,0.20955801441054062
8.571,21.64,4265299968,975000000.0,426000000,3.03,9186855936,280.61,1.66,1.2,11.1237267703398,2.00039541590005,0.22858884657933629
8.571,12.23,7104000000,2949985920.0,1918000000,1.3,23163424768,74.58,1.24,0.79,18.8903980343125,1.96456209534045,0.0
7.143,16.09,71584997376,14218999808.0,5778999808,22.53,87215947776,74.58,1.19,0.9,15.2151913908313,1.7214716663233,0.19863100271296713
8.571,25.18,159514001408,25287000064.0,14805999616,14.91,373100707840,950.08,1.1,0.23,12.8326043055523,1.43145775296488,0.15852526951111764
10.0,18.61,12270000128,6723999744.0,2227000064,7.21,41555804160,76.69,1.08,0.87,-14.6477279347749,1.68447748974606,0.5480032334030632
8.571,12.67,26946000896,4153999872.0,2967000064,10.04,36115173376,25.92,1.79,1.0,28.6361728725227,1.4405818515969,0.15416016231991742
8.571,16.5,11463999488,1000000000.0,546000000,13.88,8985950208,71.36,1.06,0.95,-7.59132855176578,2.54798990129971,0.08722959217215205
7.143,39.79,4759000064,2516000000.0,1570000000,6.32,59863556096,74.58,0.57,0.48,22.5182702007736,1.47206009585679,0.5286824892129273
8.571,24.53,4026500096,1252300032.0,556700032,2.38,13007462400,54.8,3.24,2.29,-22.7603557395772,1.38604630267015,0.3110145292791768
8.571,24.96,39215001600,9765999616.0,5690999808,8.69,139503140864,188.51,1.25,0.84,8.66991898761857,1.42032067143357,0.24903733820069512
10.0,8.51,31225999360,5056999936.0,2764999936,2.08,23263500288,70.88,1.33,0.83,4.73289678928859,2.87355408883217,0.16194837762271702
8.571,10.15,53878001664,4934000128.0,2718000128,2.78,26612504576,74.58,0.72,0.36,-2.4150360748515,2.18352591262587,0.09157726670654866
8.571,21.21,11912698880,1317444992.0,756750016,1.38,16093204480,35.55,2.45,1.26,-14.5256247289109,1.40290929841778,0.11059164722209448
7.143,21.75,12668999680,1029000000.0,407000000,3.21,8500097024,68.32,1.38,0.58,-4.50813459575318,1.80172249195561,0.08122188223151017
7.143,16.29,5816000000,1572999936.0,677000000,0.96,10993156096,83.17,2.09,2.08,-10.6105423217691,1.73238731991071,0.27046078679504815
7.143,20.66,10754932736,2778831872.0,1647988992,8.13,34035951616,134.28,1.59,0.79,-17.3508753728556,1.61602663492753,0.2583774292421572
8.571,25.31,5594599936,1305600000.0,798200000,14.8,19989104640,61.44,1.17,0.65,-5.65178096013183,2.08916781629162,0.23336789313544223
8.571,17.67,120262000640,4096999936.0,1710000000,14.17,30223941632,77.08,1.91,1.47,-25.3672241670214,2.6062758636701,0.03406728571117175
7.143,51.53,7548000256,2008000000.0,1254000000,3.05,63651311616,72.68,2.3,0.93,97.1376198668065,2.32709844238456,0.2660307275962021
8.571,42.91,62832001024,13950000128.0,5494000128,5.86,233320464384,247.98,1.01,0.85,54.3452808568883,1.65036813031461,0.2220206248512045
8.571,35.81,9461999616,5800000000.0,2784000000,4.83,99420856320,73.53,1.0,0.03,31.1346220939562,1.09930233141522,0.612978253581024
10.0,46.83,3931835904,1341507968.0,894964992,10.82,40674181120,73.16,1.16,0.68,0.544714089260308,1.89846794658798,0.3411912401113269
8.571,30.22,3282599936,884700032.0,479100000,6.29,14381047808,50.34,2.79,1.84,-14.4480507791678,1.64933549567248,0.2695119872201204
8.571,24.65,11427999744,1763000064.0,-835000000,-3.26,19583281152,75.01,1.87,0.54,-19.2596088124413,1.51597257291179,0.15427022256678133
8.571,304.35,4413225984,303279008.0,21270000,0.2,11782605824,1.18,2.04,1.88,5.6770842784533,2.13766631914033,0.06872048000703515
10.0,24.65,53043998720,8114999808.0,-19196000256,-4.48,96148504576,47.13,1.31,0.75,-27.2955523537491,3.81772877791208,0.1529862002077961
10.0,61.93,17166999552,4713999872.0,3036999936,10.66,185434865664,74.58,1.27,0.5,6.44435853437774,2.03008585768305,0.27459660948443415
5.714,44.11,2618856960,1439789952.0,476523008,0.78,21088509952,83.4,2.41,0.72,2.37564033187395,1.40897720313869,0.5497780039120579
8.571,40.32,19900999680,1959000064.0,396000000,1.17,24905189376,57.09,1.33,0.87,23.9670816458776,1.98426907259433,0.09843726925782254
8.571,19.6,9000999936,1664800000.0,493700000,1.31,9494795264,113.87,1.07,0.98,-14.5583486009142,1.65096781892889,0.18495722828988587
8.571,21.06,15496999936,2926000128.0,1334000000,7.33,26710335488,246.15,0.82,0.72,-32.590373385324,1.93107597139156,0.18881074660152855
8.571,41.33,7281699840,1947399936.0,822899968,2.02,33681092608,46.11,2.38,1.63,-8.02164799579427,1.92898856896637,0.26743754601123465
8.571,238.29,6265574912,2090653952.0,122047000,0.41,28825798656,74.58,0.62,0.52,28.3073082980262,2.01231739996214,0.33367312359412105
7.143,81.5,8714900480,2966099968.0,2476100096,6.81,198932742144,74.58,4.98,3.81,45.7230682056004,2.00554412148136,0.3403481169758579
8.571,27.55,6328614912,1313431040.0,1254109056,16.03,33992429568,192.54,1.09,0.96,0.354472396913112,1.4573704756833,0.20753846746300497
7.143,21.99,15763999744,4519000064.0,3368999936,11.37,73359106048,254.87,1.6,1.06,2.29623159044084,1.28051827442594,0.28666582957285286
8.571,12.46,6120900096,1272400000.0,567600000,1.25,6970684416,6.11,0.66,0.66,2.16360192832295,2.20015232322395,0.20787792318837417
8.571,41.82,11686905856,1310900992.0,380030016,3.03,15223764992,66.36,1.5,1.44,10.1398526496422,1.42860317938755,0.1121683538955685
8.571,27.03,12064594944,1573156992.0,561132992,5.52,14748252160,49.66,0.89,0.66,-11.2762700363603,1.92442891139032,0.1303945138068947
7.143,36.25,27451000832,1986000000.0,484000000,4.43,17276803072,242.49,1.02,0.52,36.9170807653567,2.47612818556465,0.07234708898791381
8.571,44.43,23247998976,4113999872.0,2224000000,2.13,62468952064,58.63,0.96,0.56,46.0595453803042,1.91559210119184,0.17696146133897697
7.143,30.76,2319827968,606638016.0,429216992,5.86,13164230656,10.41,1.24,0.79,9.06305249436591,1.27485429968243,0.2615012942201066
7.143,17.2,89330999296,30025000960.0,21809999872,9.0,372531822592,66.9,1.26,0.96,5.67191998920259,1.12617050138747,0.33610953864415616
8.571,34.89,5204899840,604400000.0,352800000,1.05,12244567040,40.66,1.49,0.99,8.7622725651472,0.822900038935299,0.11612135076166999
7.143,12.74,168713994240,2949985920.0,58242998272,20.38,721646321664,74.58,1.24,0.79,33.7156851992856,1.72913566174066,0.0
10.0,20.74,12632000512,2372999936.0,1380000000,3.97,28570427392,155.53,0.8,0.44,35.8428188125642,0.795420786758798,0.18785622544471284
8.571,30.23,15518000128,4167000064.0,1504000000,1.1,45166608384,76.42,0.47,0.24,0.0643922247622716,1.17399568535955,0.2685268739288929
7.143,24.65,4464000000,2949985920.0,-118000000,-0.19,18006294528,74.58,1.24,0.79,16.0057159471612,2.29279262705445,0.0
10.0,46.0,5017999872,1116000000.0,611000000,3.5,27821707264,38.94,2.95,1.99,7.5378985353255,2.21618641376294,0.22239936796873636
8.571,12.75,25433999360,6368999936.0,2655000064,2.19,33038518272,43.55,1.31,0.7,-19.7130407234347,1.36744455206995,0.25041283700024436
5.714,28.18,2069884032,1256643968.0,515387008,0.76,14490544128,75.54,1.79,1.78,16.9430230402845,1.40653253111982,0.6071083928242025
5.714,37.97,20308705280,2949985920.0,2194629888,3.28,114927878144,74.63,0.88,0.82,24.7482541312137,2.66259643730002,0.0
7.143,27.28,11550155776,5036264960.0,3695239936,27.5,99190005760,152.05,2.54,1.61,5.96735030555465,2.98477602019502,0.43603437543802004
8.571,18.45,19748999168,3860000000.0,2464999936,7.34,44884750336,595.1,0.76,0.4,2.78454533512365,1.1848773200158,0.19545294255997003
10.0,23.34,15498999808,6575000064.0,2568999936,1.16,60192829440,103.99,0.45,0.27,48.1224204916767,1.55874126701104,0.4242209268630504
8.571,21.33,28207319040,1083725952.0,500556000,3.21,10454274048,311.17,2.31,0.2,-8.58477993882835,2.2098914132277,0.03842002674778127
8.571,27.78,46890000384,15388000256.0,10784000000,2.49,297769828352,180.05,1.1,0.75,12.0622417097635,1.02375211256477,0.3281723209635707
7.143,18.68,147122995200,7923999744.0,2644999936,3.67,45310894080,229.2,0.96,0.39,26.9246186384061,1.48156436378049,0.05385969564600055
8.571,44.71,15454999552,3564999936.0,1030000000,0.54,46326771712,90.18,0.96,0.56,21.9835580069099,1.62901461955679,0.23066968873115629
4.286,14.48,17773000704,2758000128.0,1327000064,6.1,18551894016,49.61,0.49,0.49,14.7483913767661,1.30129733529989,0.15517920546637254
8.571,15.6,16931999744,2220000000.0,1332999936,9.92,19919265792,133.33,1.54,1.27,7.07154762298156,1.79675294184179,0.13111268802060289
4.286,8.1,35760066560,4984000000.0,3695984896,13.7,29111433216,16.9,8.67,3.16,-28.4217743170864,2.02385870596736,0.13937334237444998
8.571,28.61,13177400320,1717299968.0,730800000,8.67,20785221632,79.13,1.84,1.28,19.5453157816178,1.428351275528,0.13032160565036247
7.143,25.74,21245999104,3967000064.0,1604999936,8.42,40610279424,64.05,1.02,0.79,0.501569465065989,1.36849940800129,0.18671751065136447
10.0,26.14,5366799872,1119200000.0,802899968,22.43,20801546240,174.76,1.43,0.68,21.7246344144532,2.05667922969659,0.20854140767185292
7.143,32.99,33016999936,12823000064.0,6610999808,13.76,213671051264,60.56,0.94,0.73,5.71551224476959,1.05679115437605,0.38837568794427246
10.0,15.38,14115000320,1724000000.0,701000000,2.69,10683454464,94.46,1.52,0.46,-4.34164739699635,1.74251567080835,0.12213956506661985
7.143,61.17,49003200512,22003300352.0,11106400256,12.27,673802485760,243.61,1.37,0.57,-0.299075192179809,2.13902433376381,0.44901761766788656
8.571,20.29,71810998272,8689000448.0,5503000064,23.2,110265622528,303.82,1.08,0.87,2.63675111084518,1.40713758180062,0.12099818491714172
8.571,22.04,4078000128,1759000064.0,745000000,2.9,15228715008,149.85,0.34,0.13,19.4166634010205,1.16562253832294,0.4313388937686664
8.571,18.88,83673997312,12615000064.0,6940000256,12.22,129224916992,74.58,1.08,0.09,0.968610413672998,1.51311212543894,0.15076368369210008
10.0,22.75,17135705088,5667103232.0,4658411008,3.59,104465727488,47.15,2.45,1.58,-8.91506079363315,3.20700303590917,0.3307189988913049
8.571,20.46,10588126208,2952220928.0,1814616064,14.64,35990327296,36.44,2.16,1.14,-13.7198998676042,2.6440143822881,0.2788237380254695
2.857,35.38,27581999104,1891000064.0,547000000,0.89,17942231040,85.37,0.77,0.67,15.2079565700719,2.33660191320836,0.06855920982630165
5.714,23.44,11201000448,3688999936.0,1304000000,1.79,29643042816,456.68,0.6,0.56,-8.64226238096306,2.16227071071023,0.3293455752569576
8.571,19.88,6387400192,1227500032.0,367000000,2.55,7153169920,261.31,1.35,0.48,-38.9952278097837,2.92069383523768,0.19217521919753858
8.571,21.03,39674998784,3550000128.0,939000000,2.89,19534692352,103.88,1.83,0.91,-36.2419977927153,1.63396113444152,0.08947700659871556
5.714,47.21,22738212864,1968067968.0,692904000,2.95,32281204736,393.22,0.96,0.78,45.7056220474904,1.74616917051739,0.08655332676192506
8.571,40.21,29069000704,17977999360.0,13143000064,14.27,521057435648,280.8,1.11,0.66,26.0870369930758,1.24731411352565,0.6184594903369404
4.286,33.89,2196687872,1246050048.0,561670016,4.81,19581636608,82.63,0.06,0.04,24.6702743248535,1.2773052170932,0.5672403730556036
5.714,30.74,6681999872,4337999872.0,2476000000,8.8,73917685760,74.58,0.45,0.41,14.7736746408173,1.64347415522762,0.649206817584327
5.714,18.6,7703000064,1487000064.0,793000000,3.66,14363039744,74.58,1.74,1.02,-2.29185777889302,1.67655151626777,0.1930416787803885
7.143,27.24,25706999808,13876249600.0,8161999872,11.33,220660482048,74.58,1.24,0.79,16.5006439285795,1.24136569482267,0.5397848719663397
7.143,108.08,4401600000,1150199808.0,-2700000,-0.01,33132339200,79.54,2.59,1.26,-31.797255386847,3.21214221430963,0.2613140239912759
8.571,30.83,344583012352,6313999872.0,2825999872,21.82,84305543168,74.58,0.88,0.46,21.9348789365668,1.66491045420715,0.0183235958990053
8.571,41.53,7225999872,3320000000.0,2106000000,11.58,86390030336,188.39,1.56,1.4,21.650026932859,1.51459173300074,0.45945198710349494
7.143,24.33,36464001024,5633999872.0,3600999936,2.69,84726538240,78.05,0.61,0.32,-6.30839665888536,1.28884316888514,0.15450854853508245
4.286,26.09,33198999552,9409999872.0,4260000000,3.28,109753360384,53.63,1.9,1.19,5.92275774042626,1.30824953637783,0.2834422723269417
8.571,13.1,73494003712,7554999808.0,4304999936,6.12,53838094336,172.75,1.6,1.34,13.9913567184635,1.71746511442822,0.10279749947500043
2.857,24.62,170359996416,87979999232.0,66635001856,25.6,1584581050368,26.76,2.66,2.5,35.1805398033116,2.11110194004181,0.5164357894042373
7.143,15.15,17134156800,2446169088.0,674556032,2.24,9238097920,880.1,1.31,1.09,-17.0657233282949,2.61715227867025,0.1427656532243244
5.714,14.33,10683299840,1408199936.0,485300000,7.65,6855833600,35.47,2.01,0.95,-9.4325581876032,2.54714411544087,0.1318131997688085
8.571,26.11,6726499840,1260499968.0,784800000,2.9,20324534272,79.04,0.65,0.2,2.29220188790908,1.34188533392561,0.18739314621019898
8.571,38.15,815355008,410832000.0,216631008,5.75,8160127488,5.26,8.62,7.72,7.94646125634851,1.78405804486788,0.5038688619914627
8.571,31.52,6638000128,2168999936.0,1066000000,17.42,33102710784,63.93,2.25,0.89,-9.17612995355556,1.60264436611439,0.3267550307585652
8.571,27.51,25045999616,7417999872.0,4040999936,8.14,110612512768,157.13,1.14,0.5,10.8103906538977,1.00820240805917,0.29617503736050527
7.143,18.56,24512999424,5328000000.0,4419999744,8.03,80194347008,312.49,1.66,1.11,52.970117665598,1.97496952085868,0.2173540621382915
4.286,40.7,7448168960,2172233984.0,1509991936,1.52,59012358144,4.0,3.38,2.66,10.818709862721,1.59383389315666,0.291646711516061
7.143,9.59,20245999616,12382999552.0,10183999488,5.96,96266321920,74.58,0.57,0.47,37.2223409787503,1.2225880102656,0.6116269775197452
8.571,15.59,40289001472,1836999936.0,1176000000,20.69,17494675456,87.38,1.63,1.57,-8.39222557457015,2.78327514770883,0.04559556873795137
7.143,28.34,11064299520,1930700032.0,367800000,1.16,10430523392,40.48,1.12,0.38,15.236739621812,2.36774245452908,0.17449817121364408
5.714,21.59,137968992256,7942000128.0,2432000000,7.26,48146579456,139.33,1.19,0.7,-10.0118894187677,2.16164934688878,0.057563659762504486
5.714,18.98,2386768896,652257984.0,1827949952,37.5,34081941504,0.54,4.92,3.42,2.02614800487767,4.00664209160934,0.27328074582047845
7.143,11.58,63921999872,28795000832.0,17433999360,6.88,200028667904,71.99,1.41,0.83,-36.5604449252498,1.6034874645666,0.4504709003106955
8.571,24.65,3176999936,-3536999936.0,-3356999936,-8.73,9834849280,7.4,4.22,3.92,-79.7644619434236,4.24339311167913,-1.1133144498747638
8.571,14.85,63958999040,2949985920.0,13690999808,8.53,203211194368,417.03,2.12,1.69,32.6221403306432,2.0340894436537,0.0
7.143,38.87,2921989120,1691549952.0,1141773952,14.53,43728826368,74.58,0.84,0.76,17.78958172712,1.51890756000509,0.5789035764787516
7.143,34.18,270010007552,149172994048.0,96635002880,12.94,3292540960768,32.63,1.37,1.24,7.89230908736842,1.4998469186087,0.5524720931659226
8.571,34.2,10956000256,3220999936.0,2046000000,11.99,68510674944,393.31,1.2,0.95,15.7791780895973,1.26957088049363,0.2939941457409181
5.714,12.35,8785000448,2949985920.0,2491000064,14.95,29647304704,74.58,1.24,0.79,23.7615308498479,1.79045369023868,0.0
4.286,13.86,3450904064,974160000.0,545648000,2.02,6867525632,74.58,1.62,1.44,-8.46294243808382,2.47705091010228,0.28229124366640174
10.0,28.92,3830156032,1183522944.0,849217984,40.0,24051728384,74.58,1.01,0.61,-20.822498873578,1.89789481082654,0.30900123496587617
7.143,22.24,31323000832,14104000512.0,4672000000,4.18,103889313792,30.89,3.13,1.87,-24.0743761792834,3.97039764736984,0.45027615928775133
7.143,10.78,9415989248,2427109888.0,852609024,1.76,8473694720,1045.05,0.19,0.08,19.7285351634889,3.13115879322396,0.2577647259437482
8.571,36.49,7816000000,2736000000.0,1278000000,2.21,46292889600,84.59,0.98,0.21,34.8429273497008,1.38951578118432,0.3500511770726714
5.714,25.51,2672147968,801489024.0,452364000,7.86,11411364864,79.79,2.53,1.37,-25.7967548630749,1.62703914313824,0.29994185711200855
8.571,25.87,25269000192,13576999936.0,5511000064,2.67,142199865344,148.56,0.55,0.32,-4.77116776290531,1.75770839426947,0.5372986597347998
8.571,11.55,19669000192,9857000448.0,5005000192,4.39,56423530496,25.41,1.98,1.03,22.1354633608498,2.20325418427975,0.5011439499608705
4.286,52.44,40173326336,11453826048.0,9269773312,21.14,471745462272,72.51,1.2,1.01,79.7790998425988,1.98867808222685,0.28511022344037346
10.0,20.74,5932000256,2582500096.0,868099968,1.85,18061768704,136.35,0.52,0.34,37.3828250213846,1.12405922235204,0.4353506379889138
4.286,20.69,47817998336,5782000128.0,4508000256,3.01,91924660224,85.06,2.19,1.33,-31.5764746825888,2.36481977309699,0.12091681645417171
7.143,18.73,40368001024,6341000192.0,3711000064,25.34,68254978048,120.97,0.95,0.74,1.19903191209734,1.40795977071656,0.15707986601145008
10.0,136.79,11468999680,2110000000.0,1538000000,7.35,208659677184,23.66,1.12,0.96,38.0755066381124,2.49657471727084,0.18397419643140142
4.286,29.62,28130000896,3492000000.0,1058000000,4.99,30042918912,443.66,1.02,0.5,82.1893730380613,3.00743702855627,0.1241379270804272
5.714,16.2,12112000000,5993999872.0,3316000000,14.65,53515898880,122.31,0.78,0.65,5.0974393126841,1.78438735354204,0.4948810990752972
10.0,18.09,6508000256,1619000064.0,1136999936,5.4,20154777600,226.13,0.93,0.76,-7.95496668493354,2.25281147223197,0.24877074374841573
7.143,9.8,8577099776,2949985920.0,2148499968,10.71,20418813952,74.58,1.24,0.79,26.1998849302261,1.67957933546377,0.0
8.571,21.2,30427000832,3532999936.0,1328999936,5.67,27713212416,37.32,2.52,1.39,-29.6686309487993,2.39241147453977,0.11611397243872794
10.0,41.63,130497003520,83316998144.0,72879996928,2.94,2986315874304,12.95,4.44,3.67,35.4331366774541,3.68292162317721,0.6384590902214151
7.143,15.07,10742590464,2094114048.0,1587234944,484.78,21391529984,26.99,5.7,2.64,-3.18860069774768,1.59088394786884,0.19493566798601175
5.714,43.64,10252999680,1350000000.0,428000000,0.75,16833923072,32.39,1.73,0.92,25.3584048984023,1.43929121230145,0.131668783978739
5.714,37.45,10268000256,1383000064.0,467000000,0.82,16744252416,32.19,1.68,0.9,11.1623877006835,1.40575646218688,0.13469030283592545
10.0,22.53,12323000320,4268000000.0,2360999936,9.17,52238651392,121.16,2.08,1.31,-20.2747918379141,2.73922894187937,0.34634422536475273
4.286,50.82,5404987904,4864595968.0,968012032,1.1,50486685696,69.96,1.28,0.89,7.55775230457674,1.14295284348407,0.900019769590959
8.571,32.5,5729594880,1844806016.0,1148429056,5.33,36679680000,1.42,1.32,1.19,-4.10313317830893,2.25149408958814,0.32197843907595786
10.0,16.47,24960000000,6517000192.0,3031000064,5.12,52675219456,144.85,0.67,0.45,9.48739349464742,1.79404355023001,0.2610977641025641
5.714,10.57,15749000192,2527500032.0,1449699968,7.32,15155593216,129.05,1.01,0.8,-17.1319070516447,1.65868834786916,0.16048638016297004
7.143,31.28,6665299968,2004300032.0,633699968,1.44,18821539840,45.38,4.95,3.02,-37.7298496124335,3.40939039534317,0.30070665110686884
7.143,36.5,55782998016,22915999744.0,12160000000,4.25,436029718528,632.5,1.02,0.87,35.1091698540689,2.56473840804694,0.41080616960434974
7.143,32.55,16869163008,3715109888.0,2377926912,40.79,75703377920,74.58,0.71,0.08,31.1098436342878,1.27020546804759,0.22023083695605725
7.143,25.63,14174000128,2520999936.0,1535000064,3.82,38646693888,74.58,0.94,0.78,3.02375634830699,1.30202998372522,0.17786086589768654
7.143,19.35,27552999424,13674999808.0,2472999936,2.47,42933293056,74.03,1.01,0.72,-29.2492122597438,1.87475232882634,0.4963161940216357
8.571,107.78,8570500096,1365500032.0,1254499968,1.77,126308810752,15.22,0.84,0.73,26.2332534474514,2.22167481064823,0.1593255955550718
7.143,24.65,28720001024,2617999872.0,-5488999936,-8.26,8508213760,91.72,1.29,1.02,-6.24398564259768,2.10970640261967,0.09115598115098451
7.143,28.57,1883200000,579600000.0,502000000,8.92,14415030272,5.29,1.1,0.12,47.5220668141247,2.44326763414975,0.30777400169923536
8.571,31.33,5439499776,2427800064.0,1740000000,4.81,54284390400,20.98,1.39,0.6,23.3729862985328,1.40391174991424,0.4463278176261478
7.143,14.44,32361199616,4819500032.0,3471800064,6.59,49965596672,87.16,5.4,4.79,-7.28582524159286,1.84545183820948,0.14892834904726915
5.714,15.67,24540999680,9368999936.0,2350000128,1.09,37525389312,193.84,0.95,0.75,-4.08584150999836,1.54434328617821,0.3817692864254175
10.0,21.5,10752000000,3940999936.0,1828999936,3.66,39263657984,143.85,0.82,0.55,10.381978756494,1.40330993003686,0.3665364523809524
7.143,19.26,91522998272,17302999040.0,9370000384,6.79,179268698112,261.85,0.83,0.62,-25.3183640592395,1.19355908784955,0.18905629586758824
7.143,16.65,62464000000,23320999936.0,7866999808,1.38,130657755136,68.84,1.26,0.88,-13.7904911382638,1.44101587204114,0.37335104918032785
7.143,17.42,15770300416,1622974976.0,1086599936,4.67,18235695104,39.59,1.45,0.3,0.389461993298515,1.67945259385759,0.10291338358737832
8.571,25.35,83926999040,24187000832.0,15205999616,6.31,375020879872,64.97,0.71,0.44,-1.21789906003735,1.1790105648387,0.28819094103999077
7.143,18.61,78507999232,11571999744.0,8716000256,14.83,161768521728,23.81,0.33,0.26,32.5763668158304,1.51238978794124,0.1473989893667196
7.143,25.72,19793741824,5036259840.0,3392791040,25.97,85397233664,69.95,1.21,0.64,22.5423815498339,2.0058805037605,0.2544369773426828
8.571,7.44,17890439168,3852910080.0,2943085056,14.16,21114984448,17.8,6.99,0.58,-8.82529236657733,2.10596574617689,0.21536140302757714
4.286,19.7,8544799744,1764625024.0,856000000,9.56,16933010432,62.93,3.28,1.99,6.38762816845455,1.44470515344387,0.20651449733963478
7.143,27.69,8733704192,6193812992.0,3732992000,4.01,103027621888,56.64,0.62,0.32,6.62806846711001,1.7508082135123,0.7091851127352677
2.857,514.04,3115023872,435340992.0,570691008,0.23,279012147200,4.43,6.49,6.36,464.613182146962,4.40771390289041,0.13975526669735905
5.714,25.94,38385999872,16241000448.0,7574000128,6.35,256413319168,74.58,0.79,0.36,73.3618392481259,1.51364917572487,0.42309697551598013
8.571,12.34,21009000448,2949985920.0,5655000064,14.15,69067972608,74.58,1.24,0.79,14.5756034514523,1.63071865450644,0.0
10.0,25.13,4076000000,1037200000.0,647000000,3.87,16003542016,53.77,1.89,1.12,18.9846498520178,1.73809979645917,0.25446516192345436
7.143,17.87,5205483008,2023175040.0,587299968,5.05,10773371904,177.22,0.5,0.19,22.112559177724,1.10820226384367,0.38866230797232487
7.143,54.86,2071600000,389700000.0,418300000,5.79,22349723648,118.37,3.58,2.5,97.2674240592869,2.10445314175573,0.1881154663062367
8.571,29.74,5261668864,631843968.0,406884992,10.69,11939859456,108.75,1.79,0.49,-13.7145849104004,2.00175402173212,0.12008432767843598
10.0,20.15,15680000000,2651000064.0,1314000000,5.65,25845645312,111.01,1.35,0.91,-14.6804792976313,1.54055015264139,0.16906888163265307
7.143,25.9,8661999616,3295000064.0,992000000,1.34,25656158208,121.31,0.81,0.52,22.9624965188454,1.08666884508083,0.38039716117207456
10.0,16.89,60366000128,2821750016.0,2268999936,6.34,37917691904,148.07,1.0,0.88,-4.94297643779015,1.72822661641413,0.0467440282612193
5.714,30.06,4738937856,3343835904.0,1771705984,10.1,53160857600,97.46,0.55,0.55,13.7511488598121,1.46234671321366,0.7056087261761299
8.571,26.56,137772007424,3279000064.0,1846000000,4.44,48040898560,66.32,1.23,0.79,-15.9028092350584,1.99656916933845,0.02380019080297436
8.571,46.45,2346680064,739947008.0,440376992,3.64,20281012224,46.29,0.99,0.83,-5.604231707342,1.6349221427651,0.3153165271020089
7.143,53.95,24874309632,2173506048.0,930721984,6.19,49648893952,63.54,1.31,1.18,26.3865420059772,2.56440956563285,0.08737955264510555
7.143,16.21,31889000448,6371999744.0,4545999872,4.45,70158532608,66.04,1.3,0.27,12.806878075059,2.3153203153699,0.19981810826559276
7.143,15.55,42285998080,13351000064.0,11015000064,9.8,167272284160,52.74,2.73,1.84,-15.6423443884534,2.59656959464652,0.3157309906400109
